Author,Year,Specimen,D,D_units,t,t_units,Fy,Fy_units,Fu,Fu_units,fc,fc_units,fc_type,Pexp,Pexp_units,d_at_Pexp,d_at_Pexp_units,et,et_units,eb,eb_units,L,L_units,Tags,Notes
Cai & Gu,1985,C-9,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,85.4,tonne,,,0,mm,,,1080,mm,,
Cai & Gu,1985,C-10,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,79.9,tonne,,,0,mm,,,1080,mm,,
Cai & Gu,1985,C-11,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,72.2,tonne,,,0,mm,,,1620,mm,,
Cai & Gu,1985,C-12,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,66,tonne,,,0,mm,,,1620,mm,,
Cai & Gu,1985,C-13,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,65.7,tonne,,,0,mm,,,1620,mm,,
Cai & Gu,1985,C-14,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,68.6,tonne,,,0,mm,,,2160,mm,,
Cai & Gu,1985,C-15,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,71.2,tonne,,,0,mm,,,2160,mm,,
Cai & Gu,1985,C-16,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,69,tonne,,,0,mm,,,2160,mm,,
Cai & Gu,1985,C-17,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,66.2,tonne,,,0,mm,,,2700,mm,,
Cai & Gu,1985,C-18,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,57.1,tonne,,,0,mm,,,3240,mm,,
Cai & Gu,1985,C-19,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,48.8,tonne,,,0,mm,,,3240,mm,,
Cai & Gu,1985,C-20,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,61.3,tonne,,,0,mm,,,3240,mm,,
Cai & Gu,1985,C-21,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,38.1,tonne,,,0,mm,,,4320,mm,,
Cai & Gu,1985,C-22,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,35,tonne,,,0,mm,,,4320,mm,,
Cai & Gu,1985,C-23,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,30,tonne,,,0,mm,,,4320,mm,,
Cai & Gu,1985,C-24,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,23,tonne,,,0,mm,,,5400,mm,,
Cai & Gu,1985,C-25,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,21.5,tonne,,,0,mm,,,5400,mm,,
Cai & Gu,1985,C-26,108,mm,4,mm,3458,kgscm,,,347,kgscm,Cube/200mm,21.7,tonne,,,0,mm,,,5400,mm,,
Sakino et al.,1985,S3LA,101.8,mm,2.94,mm,3260,kgscm,4390,kgscm,183,kgscm,,64,tonne,,,0,mm,,,200,mm,,
Sakino et al.,1985,S3HA,101.8,mm,2.94,mm,3260,kgscm,4390,kgscm,381,kgscm,,67.3,tonne,,,0,mm,,,200,mm,,
Sakino et al.,1985,S6LA,101.8,mm,5.7,mm,3110,kgscm,4300,kgscm,183,kgscm,,97.2,tonne,,,0,mm,,,200,mm,,
Sakino et al.,1985,S6HA,101.8,mm,5.7,mm,3110,kgscm,4300,kgscm,381,kgscm,,99,tonne,,,0,mm,,,200,mm,,
Sakino et al.,1985,SPLA-1,100,mm,0.52,mm,2490,kgscm,3570,kgscm,183,kgscm,,24.3,tonne,,,0,mm,,,200,mm,,
Sakino et al.,1985,SPLA-2,100,mm,0.52,mm,2490,kgscm,3570,kgscm,183,kgscm,,24.7,tonne,,,0,mm,,,200,mm,,
Sakino et al.,1985,SPLA-3,100,mm,0.52,mm,2490,kgscm,3570,kgscm,183,kgscm,,24.2,tonne,,,0,mm,,,200,mm,,
Sakino et al.,1985,SPHA-4,100,mm,0.52,mm,2490,kgscm,3570,kgscm,381,kgscm,,39.7,tonne,,,0,mm,,,200,mm,,
Sakino et al.,1985,SPHA-5,100,mm,0.52,mm,2490,kgscm,3570,kgscm,381,kgscm,,40.2,tonne,,,0,mm,,,200,mm,,
Sakino et al.,1985,SPHA-6,100,mm,0.52,mm,2490,kgscm,3570,kgscm,381,kgscm,,41.2,tonne,,,0,mm,,,200,mm,,
Lin,1988,D1,15,cm,0.07,cm,2.5,tscm,,,230,kgscm,,54.9,tonne,,,0,in,,,48,cm,,
Lin,1988,D2,15,cm,0.07,cm,2.5,tscm,,,230,kgscm,,52.4,tonne,,,0,in,,,80,cm,,
Lin,1988,D4,15,cm,0.14,cm,2.5,tscm,,,230,kgscm,,71.1,tonne,,,0,in,,,80,cm,,
Lin,1988,D6,15,cm,0.21,cm,2.5,tscm,,,230,kgscm,,80.3,tonne,,,0,in,,,80,cm,,
Lin,1988,E1,15,cm,0.07,cm,2.5,tscm,,,341,kgscm,,75.9,tonne,,,0,in,,,48,cm,,
Lin,1988,E6,15,cm,0.21,cm,2.5,tscm,,,360,kgscm,,109.5,tonne,,,0,in,,,80,cm,,
Cai,1991,PB1-1,166,mm,5,mm,313.6,MPa,,,51.4,MPa,Cube/150mm,1470,kN,,,20,mm,0,mm,665,mm,,
Cai,1991,PB1-2,166,mm,5,mm,313.6,MPa,,,51.4,MPa,Cube/150mm,1519,kN,,,20,mm,0,mm,665,mm,,
Cai,1991,PB1-3,166,mm,5,mm,313.6,MPa,,,51.4,MPa,Cube/150mm,1240,kN,,,40,mm,0,mm,665,mm,,
Cai,1991,PB1-4,166,mm,5,mm,313.6,MPa,,,51.4,MPa,Cube/150mm,1245,kN,,,40,mm,0,mm,665,mm,,
Cai,1991,PB1-5,166,mm,5,mm,313.6,MPa,,,51.4,MPa,Cube/150mm,707,kN,,,100,mm,0,mm,665,mm,,
Cai,1991,PB1-6,166,mm,5,mm,313.6,MPa,,,51.4,MPa,Cube/150mm,637,kN,,,100,mm,0,mm,665,mm,,
Cai,1991,PB2-1,166,mm,5,mm,297.9,MPa,,,51.4,MPa,Cube/150mm,1465,kN,,,20,mm,0,mm,1495,mm,,
Cai,1991,PB2-2,166,mm,5,mm,297.9,MPa,,,51.4,MPa,Cube/150mm,1431,kN,,,20,mm,0,mm,1495,mm,,
Cai,1991,PB2-3,166,mm,5,mm,297.9,MPa,,,51.4,MPa,Cube/150mm,1093,kN,,,40,mm,0,mm,1495,mm,,
Cai,1991,PB2-4,166,mm,5,mm,297.9,MPa,,,51.4,MPa,Cube/150mm,1147,kN,,,40,mm,0,mm,1495,mm,,
Cai,1991,PB2-5,166,mm,5,mm,297.9,MPa,,,51.4,MPa,Cube/150mm,582,kN,,,100,mm,0,mm,1495,mm,,
Cai,1991,PB2-6,166,mm,5,mm,297.9,MPa,,,51.4,MPa,Cube/150mm,568,kN,,,100,mm,0,mm,1495,mm,,
Cai,1991,PB3-1,166,mm,5,mm,277.3,MPa,,,51.4,MPa,Cube/150mm,1225,kN,,,20,mm,0,mm,1990,mm,,
Cai,1991,PB3-2,166,mm,5,mm,277.3,MPa,,,51.4,MPa,Cube/150mm,1156,kN,,,20,mm,0,mm,1990,mm,,
Cai,1991,PB3-3,166,mm,5,mm,277.3,MPa,,,51.4,MPa,Cube/150mm,916,kN,,,40,mm,0,mm,1990,mm,,
Cai,1991,PB3-4,166,mm,5,mm,279.3,MPa,,,51.4,MPa,Cube/150mm,896,kN,,,40,mm,0,mm,1990,mm,,
Cai,1991,PB3-5,166,mm,5,mm,279.3,MPa,,,51.4,MPa,Cube/150mm,477,kN,,,100,mm,0,mm,1990,mm,,
Cai,1991,PB3-6,166,mm,5,mm,277.3,MPa,,,51.4,MPa,Cube/150mm,515,kN,,,100,mm,0,mm,1990,mm,,
Cai,1991,PC1-1,166,mm,5,mm,285.2,MPa,,,34.8,MPa,Cube/150mm,1022,kN,,,20,mm,-20,mm,2990,mm,,
Cai,1991,PC1-2,166,mm,5,mm,289.1,MPa,,,34.8,MPa,Cube/150mm,1094,kN,,,20,mm,-20,mm,2990,mm,,
Cai,1991,PC1-3,166,mm,5,mm,285.2,MPa,,,34.8,MPa,Cube/150mm,860,kN,,,40,mm,-20,mm,2240,mm,,
Cai,1991,PC1-4,166,mm,5,mm,303.8,MPa,,,34.8,MPa,Cube/150mm,907,kN,,,40,mm,-20,mm,2240,mm,,
Cai,1991,PC1-5,166,mm,5,mm,290.1,MPa,,,51.4,MPa,Cube/150mm,1460,kN,,,20,mm,-20,mm,1330,mm,,
Cai,1991,PC1-6,166,mm,5,mm,290.1,MPa,,,51.4,MPa,Cube/150mm,1568,kN,,,20,mm,-20,mm,1330,mm,,
Cai,1991,PC1-7,166,mm,5,mm,290.1,MPa,,,51.4,MPa,Cube/150mm,657,kN,,,100,mm,-100,mm,1330,mm,,
Cai,1991,PC1-8,166,mm,5,mm,290.1,MPa,,,51.4,MPa,Cube/150mm,809,kN,,,60,mm,-20,mm,1990,mm,,
Cai,1991,PC1-9,166,mm,5,mm,290.1,MPa,,,51.4,MPa,Cube/150mm,882,kN,,,60,mm,-20,mm,1990,mm,,
Gu et al.,1991,G6-1,108,mm,4.5,mm,400,MPa,,,69,MPa,Cube/150mm,1200,kN,,,0,mm,,,700,mm,,
Gu et al.,1991,G6-2,108,mm,4.5,mm,400,MPa,,,69,MPa,Cube/150mm,1350,kN,,,0,mm,,,700,mm,,
Gu et al.,1991,G10-1,108,mm,4.5,mm,400,MPa,,,69,MPa,Cube/150mm,1200,kN,,,0,mm,,,1130,mm,,
Gu et al.,1991,G10-2,108,mm,4.5,mm,400,MPa,,,69,MPa,Cube/150mm,1100,kN,,,0,mm,,,1130,mm,,
Gu et al.,1991,G15-1,108,mm,4.5,mm,400,MPa,,,69,MPa,Cube/150mm,1000,kN,,,0,mm,,,1670,mm,,
Gu et al.,1991,G15-2,108,mm,4.5,mm,400,MPa,,,69,MPa,Cube/150mm,1000,kN,,,0,mm,,,1670,mm,,
Gu et al.,1991,G20-1,108,mm,4.5,mm,400,MPa,,,69,MPa,Cube/150mm,850,kN,,,0,mm,,,2230,mm,,
Gu et al.,1991,G20-2,108,mm,4.5,mm,400,MPa,,,69,MPa,Cube/150mm,900,kN,,,0,mm,,,2230,mm,,
Gu et al.,1991,G30-1,108,mm,4.5,mm,400,MPa,,,69,MPa,Cube/150mm,490,kN,,,0,mm,,,3470,mm,,
Gu et al.,1991,G30-2,108,mm,4.5,mm,400,MPa,,,69,MPa,Cube/150mm,540,kN,,,0,mm,,,3470,mm,,
Luksha & Nesterovich,1991,SB-1,159,mm,5.07,mm,391.5,MPa,,,41.5,MPa,,2230,kN,,,0,mm,,,3,ratio_D,,
Luksha & Nesterovich,1991,SB-2,630,mm,7,mm,291.4,MPa,,,36,MPa,,16650,kN,,,0,mm,,,3,ratio_D,,
Luksha & Nesterovich,1991,SB-6,630,mm,7.61,mm,349.5,MPa,,,35,MPa,,18000,kN,,,0,mm,,,3,ratio_D,,
Luksha & Nesterovich,1991,SB-7,630,mm,8.44,mm,350,MPa,,,34.5,MPa,,18600,kN,,,0,mm,,,3,ratio_D,,
Luksha & Nesterovich,1991,SB-3,630,mm,10.21,mm,323.3,MPa,,,38.4,MPa,,20500,kN,,,0,mm,,,3,ratio_D,,
Luksha & Nesterovich,1991,SB-4,630,mm,11.6,mm,347.2,MPa,,,46,MPa,,24400,kN,,,0,mm,,,3,ratio_D,,
Luksha & Nesterovich,1991,SB-8,720,mm,8.3,mm,312,MPa,,,15,MPa,,15000,kN,,,0,mm,,,3,ratio_D,,
Luksha & Nesterovich,1991,SB-5,820,mm,8.93,mm,331,MPa,,,45,MPa,,33600,kN,,,0,mm,,,3,ratio_D,,
Luksha & Nesterovich,1991,SB-9,1020,mm,9.64,mm,336,MPa,,,16.9,MPa,,30000,kN,,,0,mm,,,3,ratio_D,,
Luksha & Nesterovich,1991,SB-10,1020,mm,13.25,mm,368.7,MPa,,,28.9,MPa,,46000,kN,,,0,mm,,,3,ratio_D,,
Masuo et al.,1991,1A2,190.7,mm,6,mm,5150,kgscm,6160,kgscm,570,kgscm,Cylinder,312.3,tonne,,,0,mm,,,115,cm,LightweightConcrete,Average of 3 specimens
Masuo et al.,1991,1A4,190.7,mm,6,mm,5150,kgscm,6160,kgscm,570,kgscm,Cylinder,266.3,tonne,,,0,mm,,,230,cm,LightweightConcrete,Average of 3 specimens
Masuo et al.,1991,1A6,190.7,mm,6,mm,5150,kgscm,6160,kgscm,570,kgscm,Cylinder,210,tonne,,,0,mm,,,345,cm,LightweightConcrete,Average of 3 specimens
Masuo et al.,1991,1G2,190.7,mm,6,mm,5150,kgscm,6160,kgscm,493,kgscm,Cylinder,321,tonne,,,0,mm,,,115,cm,,Average of 2 specimens
Masuo et al.,1991,1G6,190.7,mm,6,mm,5150,kgscm,6160,kgscm,493,kgscm,Cylinder,217.5,tonne,,,0,mm,,,345,cm,,Average of 2 specimens
Masuo et al.,1991,2A2,267.4,mm,7,mm,4700,kgscm,6050,kgscm,570,kgscm,Cylinder,528.3,tonne,,,0,mm,,,160,cm,LightweightConcrete,Average of 3 specimens
Masuo et al.,1991,2A4,267.4,mm,7,mm,4700,kgscm,6050,kgscm,570,kgscm,Cylinder,462.3,tonne,,,0,mm,,,320,cm,LightweightConcrete,Average of 3 specimens
Masuo et al.,1991,2A6,267.4,mm,7,mm,4700,kgscm,6050,kgscm,570,kgscm,Cylinder,369.7,tonne,,,0,mm,,,480,cm,LightweightConcrete,Average of 3 specimens
Masuo et al.,1991,2G2,267.4,mm,7,mm,4700,kgscm,6050,kgscm,493,kgscm,Cylinder,529,tonne,,,0,mm,,,160,cm,,Average of 2 specimens
Masuo et al.,1991,2G6,267.4,mm,7,mm,4700,kgscm,6050,kgscm,493,kgscm,Cylinder,398,tonne,,,0,mm,,,480,cm,,Average of 2 specimens
Sakino & Hayashi,1991,L-20-1,178,mm,9,mm,2889,kgscm,,,226,kgscm,Cylinder,298,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,L-20-2,178,mm,9,mm,2889,kgscm,,,226,kgscm,Cylinder,291,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,H-20-1,178,mm,9,mm,2889,kgscm,,,463,kgscm,Cylinder,328,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,H-20-2,178,mm,9,mm,2889,kgscm,,,463,kgscm,Cylinder,324,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,L-32-1,179,mm,5.5,mm,2534,kgscm,,,226,kgscm,Cylinder,185,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,L-32-2,179,mm,5.5,mm,2534,kgscm,,,244,kgscm,Cylinder,185,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,H-32-1,179,mm,5.5,mm,2534,kgscm,,,445,kgscm,Cylinder,208,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,H-32-2,179,mm,5.5,mm,2534,kgscm,,,445,kgscm,Cylinder,207,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,L-58-1,174,mm,3,mm,2712,kgscm,,,244,kgscm,Cylinder,134,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,L-58-2,174,mm,3,mm,2712,kgscm,,,244,kgscm,Cylinder,133,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,H-58-1,174,mm,3,mm,2712,kgscm,,,466,kgscm,Cylinder,164,tonne,,,0,mm,,,360,mm,,
Sakino & Hayashi,1991,H-58-2,174,mm,3,mm,2712,kgscm,,,466,kgscm,Cylinder,171,tonne,,,0,mm,,,360,mm,,
Rangan & Joyce,1992,1,101.6,mm,1.6,mm,218,MPa,,,67.4,MPa,Cylinder,430,kN,,,10,mm,,,807.5,mm,,
Rangan & Joyce,1992,2,101.6,mm,1.6,mm,218,MPa,,,67.4,MPa,Cylinder,235,kN,2.91,mm,30,mm,,,807.5,mm,,
Rangan & Joyce,1992,3,101.6,mm,1.6,mm,218,MPa,,,67.4,MPa,Cylinder,350,kN,6.69,mm,10,mm,,,1312.5,mm,,
Rangan & Joyce,1992,4,101.6,mm,1.6,mm,218,MPa,,,67.4,MPa,Cylinder,190,kN,9.38,mm,30,mm,,,1312.5,mm,,
Rangan & Joyce,1992,5,101.6,mm,1.6,mm,218,MPa,,,67.4,MPa,Cylinder,315,kN,11.54,mm,10,mm,,,1565,mm,,
Rangan & Joyce,1992,6,101.6,mm,1.6,mm,218,MPa,,,67.4,MPa,Cylinder,280,kN,13.56,mm,10,mm,,,1817.5,mm,,
Rangan & Joyce,1992,7,101.6,mm,1.6,mm,218,MPa,,,67.4,MPa,Cylinder,140,kN,12,mm,30,mm,,,1817.5,mm,,
Rangan & Joyce,1992,8,101.6,mm,1.6,mm,218,MPa,,,67.4,MPa,Cylinder,220,kN,18.69,mm,10,mm,,,2322.5,mm,,
Rangan & Joyce,1992,9,101.6,mm,1.6,mm,218,MPa,,,67.4,MPa,Cylinder,126,kN,15.73,mm,30,mm,,,2322.5,mm,,
Bergmann,1994,RU11,323.9,mm,5.6,mm,443.9,MPa,,,92.3,MPa,Cylinder/150mm,11481,kN,,,0,mm,,,1,m,,
Bergmann,1994,RU14,323.9,mm,5.6,mm,478,MPa,,,92.3,MPa,Cylinder/150mm,10401,kN,,,0,mm,,,4,m,,
Fujii,1994,B60-16,114,mm,1.79,mm,266,MPa,,,37,MPa,,515,kN,,,0,mm,,,850,mm,,
Fujii,1994,B60-35,114,mm,3.35,mm,291,MPa,,,37,MPa,,785,kN,,,0,mm,,,850,mm,,
Fujii,1994,B60-45,114,mm,4.44,mm,332,MPa,,,37,MPa,,902,kN,,,0,mm,,,850,mm,,
Fujii,1994,B60-60,114,mm,6,mm,486,MPa,,,37,MPa,,1334,kN,,,0,mm,,,850,mm,,
Fujii,1994,B100-60,114,mm,5.91,mm,486,MPa,,,25,MPa,,1177,kN,,,0,mm,,,1250,mm,,
Fujii,1994,B150-16,114,mm,1.93,mm,266,MPa,,,33,MPa,,461,kN,,,0,mm,,,1750,mm,,
Fujii,1994,B150-35,114,mm,3.32,mm,291,MPa,,,30,MPa,,628,kN,,,0,mm,,,1750,mm,,
Fujii,1994,B150-60,114,mm,5.94,mm,486,MPa,,,37,MPa,,1138,kN,,,0,mm,,,1750,mm,,
Fujii,1994,B200-16,114,mm,1.78,mm,266,MPa,,,28,MPa,,373,kN,,,0,mm,,,2250,mm,,
Fujii,1994,B200-35,114,mm,3.31,mm,291,MPa,,,24,MPa,,535,kN,,,0,mm,,,2320,mm,,
Fujii,1994,B200-60,114,mm,6.14,mm,486,MPa,,,28,MPa,,1000,kN,,,0,mm,,,2250,mm,,
Fujii,1994,B250-16,114,mm,1.72,mm,266,MPa,,,36,MPa,,353,kN,,,0,mm,,,2750,mm,,
Fujii,1994,B250-35,114,mm,3.41,mm,291,MPa,,,36,MPa,,569,kN,,,0,mm,,,2750,mm,,
Fujii,1994,B250-45,114,mm,4.49,mm,332,MPa,,,31,MPa,,657,kN,,,0,mm,,,2750,mm,,
Fujii,1994,B250-60,114,mm,6.11,mm,486,MPa,,,33,MPa,,941,kN,,,0,mm,,,2750,mm,,
Kenny et al.,1994,1,5.5,in,0.363,in,98.9,ksi,,,5.57,ksi,,685,kips,,,0,in,,,36,in,,
Kenny et al.,1994,2,5.5,in,0.363,in,98.9,ksi,,,5.57,ksi,,584,kips,,,0,in,,,36,in,,
Kenny et al.,1994,3,5.5,in,0.363,in,98.9,ksi,,,5.57,ksi,,450,kips,,,0,in,,,120,in,,
Kenny et al.,1994,4,7,in,0.502,in,86.1,ksi,,,5.57,ksi,,1181,kips,,,0,in,,,36,in,,
Kenny et al.,1994,5,7,in,0.502,in,86.1,ksi,,,5.57,ksi,,1242,kips,,,0,in,,,36,in,,
Kenny et al.,1994,6,7,in,0.502,in,86.1,ksi,,,5.57,ksi,,969,kips,,,0,in,,,120,in,,
Prion & Boehme,1994,B1,152,mm,1.7,mm,270,MPa,,,73,MPa,Cylinder,1550,kN,,,0,mm,,,900,mm,,
Prion & Boehme,1994,B3,152,mm,1.7,mm,270,MPa,,,73,MPa,Cylinder,1458,kN,,,0,mm,,,900,mm,,
Prion & Boehme,1994,B5,152,mm,1.7,mm,270,MPa,,,73,MPa,Cylinder,1548,kN,,,0,mm,,,500,mm,,
Prion & Boehme,1994,B7,152,mm,1.7,mm,270,MPa,,,73,MPa,Cylinder,1448,kN,,,0,mm,,,500,mm,,
Prion & Boehme,1994,BP9,152,mm,1.7,mm,328,MPa,,,85,MPa,Cylinder,1863,kN,,,0,mm,,,660,mm,,
Prion & Boehme,1994,BP10,152,mm,1.7,mm,328,MPa,,,85,MPa,Cylinder,1895,kN,,,0,mm,,,660,mm,,
Matsui & Tsuda,1996,C4-0,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,159.3,tonne,,,0,cm,,,661,mm,,
Matsui & Tsuda,1996,C4-1,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,123.7,tonne,,,2.07,cm,,,661,mm,,
Matsui & Tsuda,1996,C4-3,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,76.9,tonne,,,6.2,cm,,,661,mm,,
Matsui & Tsuda,1996,C4-5,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,56.5,tonne,,,10.32,cm,,,661,mm,,
Matsui & Tsuda,1996,C8-0,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,144,tonne,,,0,cm,,,1322,mm,,
Matsui & Tsuda,1996,C8-1,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,106.1,tonne,,,2.07,cm,,,1322,mm,,
Matsui & Tsuda,1996,C8-3,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,67.1,tonne,,,6.2,cm,,,1322,mm,,
Matsui & Tsuda,1996,C8-5,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,44.3,tonne,,,10.32,cm,,,1322,mm,,
Matsui & Tsuda,1996,C12-0,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,139.9,tonne,,,0,cm,,,1982,mm,,
Matsui & Tsuda,1996,C12-1,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,96.6,tonne,,,2.07,cm,,,1982,mm,,
Matsui & Tsuda,1996,C12-3,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,58.2,tonne,,,6.2,cm,,,1982,mm,,
Matsui & Tsuda,1996,C12-5,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,39.4,tonne,,,10.32,cm,,,1982,mm,,
Matsui & Tsuda,1996,C18-0,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,117,tonne,,,0,cm,,,2974,mm,,
Matsui & Tsuda,1996,C18-1,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,75.6,tonne,,,2.07,cm,,,2974,mm,,
Matsui & Tsuda,1996,C18-3,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,46.9,tonne,,,6.2,cm,,,2974,mm,,
Matsui & Tsuda,1996,C18-5,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,33.7,tonne,,,10.32,cm,,,2974,mm,,
Matsui & Tsuda,1996,C24-0,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,103.9,tonne,,,0,cm,,,3965,mm,,
Matsui & Tsuda,1996,C24-1,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,62.1,tonne,,,2.07,cm,,,3965,mm,,
Matsui & Tsuda,1996,C24-3,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,35.7,tonne,,,6.2,cm,,,3965,mm,,
Matsui & Tsuda,1996,C24-5,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,28.2,tonne,,,10.32,cm,,,3965,mm,,
Matsui & Tsuda,1996,C30-0,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,79.7,tonne,,,0,cm,,,4956,mm,,
Matsui & Tsuda,1996,C30-1,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,48.8,tonne,,,2.07,cm,,,4956,mm,,
Matsui & Tsuda,1996,C30-3,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,31.5,tonne,,,6.2,cm,,,4956,mm,,
Matsui & Tsuda,1996,C30-5,16.52,cm,0.45,cm,4.22,tscm,5.03,tscm,417,kgscm,,24.3,tonne,,,10.32,cm,,,4956,mm,,
Han,1997,HSC1,159.8,mm,6.3,mm,482.5,MPa,,,76.8,MPa,Cube/150mm,2350,kN,,,0,mm,,,476,mm,,Average of 3 specimens
Han,1997,HSC2,115.9,mm,4.9,mm,309.5,MPa,,,76.8,MPa,Cube/150mm,1174,kN,,,0,mm,,,350,mm,,Average of 4 specimens
Han,1997,HSC3,141.8,mm,4.3,mm,433,MPa,,,76.8,MPa,Cube/150mm,1618,kN,,,0,mm,,,420,mm,,Average of 3 specimens
Han,1997,HSC4,114.8,mm,3.9,mm,357.7,MPa,,,76.8,MPa,Cube/150mm,1150,kN,,,0,mm,,,337,mm,,Average of 3 specimens
Han,1997,HSC5,165.7,mm,5.1,mm,373.3,MPa,,,76.8,MPa,Cube/150mm,2309,kN,,,0,mm,,,494,mm,,Average of 3 specimens
Han,1997,HSC6-1,133.1,mm,4.5,mm,324.3,MPa,,,76.8,MPa,Cube/150mm,1535,kN,,,0,mm,,,397,mm,,
Han,1997,HSC7,113.6,mm,3.2,mm,354.6,MPa,,,76.8,MPa,Cube/150mm,1145,kN,,,0,mm,,,337,mm,,Average of 3 specimens
Han,1997,HSC8-1,111.3,mm,2,mm,354.6,MPa,,,76.8,MPa,Cube/150mm,894,kN,,,0,mm,,,339,mm,,
Han,1997,HSC9-1,130.6,mm,2.3,mm,324.3,MPa,,,76.8,MPa,Cube/150mm,1250,kN,,,0,mm,,,396,mm,,
O'Shea & Bridge,1997a,R12CF1,190,mm,1.11,mm,203.1,MPa,299,MPa,110.3,MPa,Cylinder,3030,kN,,,0,mm,,,662,mm,,
O'Shea & Bridge,1997a,R12CF2,190,mm,1.11,mm,203.1,MPa,299,MPa,110.3,MPa,Cylinder,2940,kN,,,0,mm,,,656,mm,,
O'Shea & Bridge,1997a,R12CF3,190,mm,1.11,mm,203.1,MPa,299,MPa,110.3,MPa,Cylinder,3140,kN,,,0,mm,,,662,mm,,
O'Shea & Bridge,1997a,R12CF4,190,mm,1.11,mm,203.1,MPa,299,MPa,94.7,MPa,Cylinder,2462,kN,,,0,mm,,,662,mm,,
O'Shea & Bridge,1997a,R12CF5,190,mm,1.11,mm,203.1,MPa,299,MPa,110.3,MPa,Cylinder,3055,kN,,,0,mm,,,664,mm,,
O'Shea & Bridge,1997a,R12CF7,190,mm,1.11,mm,203.1,MPa,299,MPa,110.3,MPa,Cylinder,3000,kN,,,0,mm,,,660,mm,,
O'Shea & Bridge,1997a,S12E210B,190,mm,1.13,mm,185.7,MPa,307.6,MPa,113.9,MPa,Cylinder,2438,kN,,,8.5,mm,,,662,mm,,
Schneider,1998,C1,140.8,mm,3,mm,285,MPa,,,28180,kPa,Cylinder,881,kN,,,0,mm,,,635,mm,,
Schneider,1998,C2,141.4,mm,6.5,mm,313,MPa,,,23805,kPa,Cylinder,1825,kN,,,0,mm,,,635,mm,,
Schneider,1998,C3,140,mm,6.68,mm,537,MPa,,,28180,kPa,Cylinder,2715,kN,,,0,mm,,,635,mm,,
