Author,Year,Specimen,D,D_units,t,t_units,Fy,Fy_units,Fu,Fu_units,fc,fc_units,fc_type,Pexp,Pexp_units,d_at_Pexp,d_at_Pexp_units,et,et_units,eb,eb_units,L,L_units,Tags,Notes
Han & Yao,2004,scsc1-1,100,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,708,kN,,,0,mm,,,300,mm,,
Han & Yao,2004,scsc1-2,100,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,820,kN,,,0,mm,,,300,mm,,
Han & Yao,2004,sch1-1,100,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,766,kN,,,0,mm,,,300,mm,,
Han & Yao,2004,sch1-2,100,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,820,kN,,,0,mm,,,300,mm,,
Han & Yao,2004,scv1-1,100,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,780,kN,,,0,mm,,,300,mm,,
Han & Yao,2004,scv1-2,100,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,814,kN,,,0,mm,,,300,mm,,
Han & Yao,2004,scsc2-1,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,2320,kN,,,0,mm,,,600,mm,,
Han & Yao,2004,scsc2-2,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,2330,kN,,,0,mm,,,600,mm,,
Han & Yao,2004,sch2-1,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,2160,kN,,,0,mm,,,600,mm,,
Han & Yao,2004,sch2-2,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,2160,kN,,,0,mm,,,600,mm,,
Han & Yao,2004,scv2-1,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,2383,kN,,,0,mm,,,600,mm,,
Han & Yao,2004,scv2-2,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,2256,kN,,,0,mm,,,600,mm,,
Han & Yao,2004,lcsc1-1,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,1830,kN,,,0,mm,,,2000,mm,,
Han & Yao,2004,lcsc1-2,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,1806,kN,,,0,mm,,,2000,mm,,
Han & Yao,2004,lch1-1,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,1882,kN,,,0,mm,,,2000,mm,,
Han & Yao,2004,lch1-2,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,2060,kN,,,0,mm,,,2000,mm,,
Han & Yao,2004,lcv1,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,2115,kN,,,0,mm,,,2000,mm,,
Han & Yao,2004,lcsc2-1,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,1215,kN,,,30,mm,,,2000,mm,,
Han & Yao,2004,lcsc2-2,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,1132,kN,,,30,mm,,,2000,mm,,
Han & Yao,2004,lch2-1,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,1291,kN,,,30,mm,,,2000,mm,,
Han & Yao,2004,lch2-2,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,1234,kN,,,30,mm,,,2000,mm,,
Han & Yao,2004,lcv2,200,mm,3,mm,303.5,MPa,,,58.5,MPa,Cube,1280,kN,,,30,mm,,,2000,mm,,
Sakino et al.,2004,CC4-A-2,149,mm,2.96,mm,308,MPa,340,MPa,25.4,MPa,Cylinder,941,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-A-4-1,149,mm,2.96,mm,308,MPa,340,MPa,40.5,MPa,Cylinder,1064,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-A-4-2,149,mm,2.96,mm,308,MPa,340,MPa,40.5,MPa,Cylinder,1080,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-A-8,149,mm,2.96,mm,308,MPa,340,MPa,77,MPa,Cylinder,1781,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-C-2,301,mm,2.96,mm,279,MPa,284,MPa,25.4,MPa,Cylinder,2382,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-C-4-1,300,mm,2.96,mm,279,MPa,284,MPa,41.1,MPa,Cylinder,3277,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-C-4-2,300,mm,2.96,mm,279,MPa,284,MPa,41.1,MPa,Cylinder,3152,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-C-8,301,mm,2.96,mm,279,MPa,284,MPa,80.3,MPa,Cylinder,5540,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-D-2,450,mm,2.96,mm,279,MPa,284,MPa,25.4,MPa,Cylinder,4415,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-D-4-1,450,mm,2.96,mm,279,MPa,284,MPa,41.1,MPa,Cylinder,6870,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-D-4-2,450,mm,2.96,mm,279,MPa,284,MPa,41.1,MPa,Cylinder,6985,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC4-D-8,450,mm,2.96,mm,279,MPa,284,MPa,85.1,MPa,Cylinder,11665,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-A-2,122,mm,4.54,mm,576,MPa,636,MPa,25.4,MPa,Cylinder,1509,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-A-4-1,122,mm,4.54,mm,576,MPa,636,MPa,40.5,MPa,Cylinder,1657,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-A-4-2,122,mm,4.54,mm,576,MPa,636,MPa,40.5,MPa,Cylinder,1663,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-A-8,122,mm,4.54,mm,576,MPa,636,MPa,77,MPa,Cylinder,2100,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-C-2,239,mm,4.54,mm,507,MPa,531,MPa,25.4,MPa,Cylinder,3035,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-C-4-1,238,mm,4.54,mm,507,MPa,531,MPa,40.5,MPa,Cylinder,3583,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-C-4-2,238,mm,4.54,mm,507,MPa,531,MPa,40.5,MPa,Cylinder,3647,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-C-8,238,mm,4.54,mm,507,MPa,531,MPa,77,MPa,Cylinder,5578,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-D-2,361,mm,4.54,mm,525,MPa,548,MPa,25.4,MPa,Cylinder,5633,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-D-4-1,361,mm,4.54,mm,525,MPa,548,MPa,41.1,MPa,Cylinder,7260,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-D-4-2,360,mm,4.54,mm,525,MPa,548,MPa,41.1,MPa,Cylinder,7045,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC6-D-8,360,mm,4.54,mm,525,MPa,548,MPa,85.1,MPa,Cylinder,11505,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-A-2,108,mm,6.47,mm,853,MPa,940,MPa,25.4,MPa,Cylinder,2275,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-A-4-1,109,mm,6.47,mm,853,MPa,940,MPa,40.5,MPa,Cylinder,2446,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-A-4-2,108,mm,6.47,mm,853,MPa,940,MPa,40.5,MPa,Cylinder,2402,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-A-8,108,mm,6.47,mm,853,MPa,940,MPa,77,MPa,Cylinder,2713,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-C-2,222,mm,6.47,mm,843,MPa,875,MPa,25.4,MPa,Cylinder,4964,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-C-4-1,222,mm,6.47,mm,843,MPa,875,MPa,40.5,MPa,Cylinder,5638,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-C-4-2,222,mm,6.47,mm,843,MPa,875,MPa,40.5,MPa,Cylinder,5714,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-C-8,222,mm,6.47,mm,843,MPa,875,MPa,77,MPa,Cylinder,7304,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-D-2,337,mm,6.47,mm,823,MPa,863,MPa,25.4,MPa,Cylinder,8475,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-D-4-1,337,mm,6.47,mm,823,MPa,863,MPa,41.1,MPa,Cylinder,9668,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-D-4-2,337,mm,6.47,mm,823,MPa,863,MPa,41.1,MPa,Cylinder,9835,kN,,,0,mm,,,3,ratio_D,,
Sakino et al.,2004,CC8-D-8,337,mm,6.47,mm,823,MPa,863,MPa,85.1,MPa,Cylinder,13776,kN,,,0,mm,,,3,ratio_D,,
Zhang et al.,2005,O-1P,180,mm,1.49,mm,222.7,MPa,307.14,MPa,44.76,MPa,Cube,1287,kN,,,0,mm,,,555,mm,,
Zhang et al.,2005,O-2P,150,mm,1.5,mm,222.7,MPa,307.14,MPa,44.76,MPa,Cube,1024,kN,,,0,mm,,,459,mm,,
Zhang et al.,2005,O-3P,135,mm,1.46,mm,222.7,MPa,307.14,MPa,44.76,MPa,Cube,800,kN,,,0,mm,,,417,mm,,
Zhang et al.,2005,O-4P,120,mm,1.51,mm,222.7,MPa,307.14,MPa,49.32,MPa,Cube,690,kN,,,0,mm,,,369,mm,,
Yu et al.,2007,SZ5S4A1a,219,mm,4.78,mm,350,MPa,,,50.5,MPa,Cube,3400,kN,,,0,mm,,,650,mm,,
Yu et al.,2007,SZ5S4A1b,219,mm,4.72,mm,350,MPa,,,50.5,MPa,Cube,3350,kN,,,0,mm,,,650,mm,,
Yu et al.,2007,SZ5S3A1,219,mm,4.75,mm,350,MPa,,,42.6,MPa,Cube,3150,kN,,,0,mm,,,650,mm,,
Yu et al.,2007,SZ3S6A1,165,mm,2.73,mm,350,MPa,,,77.2,MPa,Cube,2080,kN,,,0,mm,,,510,mm,,
Yu et al.,2007,SZ3S4A1,165,mm,2.72,mm,350,MPa,,,57,MPa,Cube,1750,kN,,,0,mm,,,510,mm,,
Yu et al.,2007,SZ3C4A1,165,mm,2.75,mm,350,MPa,,,46.3,MPa,Cube,1560,kN,,,0,mm,,,510,mm,,
Yu et al.,2008,C30-1,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,1125,kN,,,0,mm,,,300,mm,,
Yu et al.,2008,C30-2,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,1085,kN,,,0,mm,,,300,mm,,
Yu et al.,2008,C30-3,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,1100,kN,,,0,mm,,,300,mm,,
Yu et al.,2008,C30-4,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,1170,kN,,,0,mm,,,300,mm,,
Yu et al.,2008,C90-1,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,1065,kN,,,0,mm,,,900,mm,,
Yu et al.,2008,C90-2,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,980,kN,,,0,mm,,,900,mm,,
Yu et al.,2008,C150-1,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,907,kN,,,0,mm,,,1500,mm,,
Yu et al.,2008,C150-2,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,760,kN,,,0,mm,,,1500,mm,,
Yu et al.,2008,C150-3,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,456,kN,,,15,mm,,,1500,mm,,
Yu et al.,2008,C150-4,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,478,kN,,,15,mm,,,1500,mm,,
Yu et al.,2008,C150-5,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,297.5,kN,,,30,mm,,,1500,mm,,
Yu et al.,2008,C150-6,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,320,kN,,,30,mm,,,1500,mm,,
Yu et al.,2008,C300-1,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,288,kN,,,0,mm,,,3000,mm,,
Yu et al.,2008,C300-2,100,mm,1.9,mm,404,MPa,,,121.6,MPa,Cube,317.5,kN,,,0,mm,,,3000,mm,,
Liew & Xiong,2009,CFT-S-100-0P,219,mm,6.3,mm,300,MPa,,,108,MPa,Cylinder,5410,kN,,,0,mm,,,708,mm,,
Liew & Xiong,2009,CFT-l-100-0P,219,mm,6.3,mm,405,MPa,,,99,MPa,Cylinder,4977,kN,,,0,mm,,,1728,mm,,
Liew & Xiong,2009,CFT-L-100-0P,219,mm,6.3,mm,393,MPa,,,100,MPa,Cylinder,4204,kN,,,0,mm,,,3078,mm,,
Zhang et al.,2010,A1,180,mm,6,mm,275,MPa,450,MPa,53.8,MPa,Cube,930,kN,,,60,mm,,,800,mm,,
Zhang et al.,2010,A2,180,mm,6,mm,275,MPa,450,MPa,53.8,MPa,Cube,550,kN,,,120,mm,,,800,mm,,
Han et al.,2011,CS1-s,114,mm,2.74,mm,310,MPa,371,MPa,45,MPa,Cube,670,kN,,,7.5,mm,,,580,mm,,
Han et al.,2011,CS2-s,114,mm,2.74,mm,310,MPa,371,MPa,45,MPa,Cube,525,kN,,,15,mm,,,580,mm,,
Han et al.,2011,CL2-s,114,mm,2.74,mm,310,MPa,371,MPa,45,MPa,Cube,370,kN,,,15,mm,,,1720,mm,,
Han et al.,2011,CL3-s,114,mm,2.74,mm,310,MPa,371,MPa,45,MPa,Cube,252,kN,,,30,mm,,,1720,mm,,
Lee et al.,2011,O49E24_30,240,mm,6,mm,489,MPa,550,MPa,31.5,MPa,Cylinder,1277,kN,7.79,mm,120,mm,,,1400,mm,,
Lee et al.,2011,O49C36_30,360,mm,6,mm,498,MPa,567,MPa,31.5,MPa,Cylinder,6888,kN,11.96,mm,0,mm,,,1760,mm,,
Lee et al.,2011,O49E36_30,360,mm,6,mm,498,MPa,567,MPa,31.5,MPa,Cylinder,4294,kN,8.98,mm,60,mm,,,1760,mm,,
Lee et al.,2011,O49E48_30,480,mm,6,mm,468,MPa,539,MPa,31.5,MPa,Cylinder,3323,kN,12.95,mm,240,mm,,,2120,mm,,
Lee et al.,2011,O49E60_30,600,mm,6,mm,517,MPa,578,MPa,31.5,MPa,Cylinder,4590,kN,15.42,mm,300,mm,,,2480,mm,,
Lee et al.,2011,O49E24_60,240,mm,6,mm,489,MPa,550,MPa,59,MPa,Cylinder,1438,kN,7.14,mm,120,mm,,,1400,mm,,
Lee et al.,2011,O49E36_60,360,mm,6,mm,498,MPa,567,MPa,59,MPa,Cylinder,2537,kN,12.59,mm,180,mm,,,1760,mm,,
Lee et al.,2011,O49E48_60,480,mm,6,mm,468,MPa,539,MPa,59,MPa,Cylinder,3895,kN,14.12,mm,240,mm,,,2120,mm,,
Lee et al.,2011,O57C30_30,300,mm,12,mm,479,MPa,631,MPa,31.5,MPa,Cylinder,9823,kN,7.42,mm,0,mm,,,1580,mm,,
Lee et al.,2011,O57E30_30,300,mm,12,mm,479,MPa,631,MPa,31.5,MPa,Cylinder,3683,kN,18.5,mm,150,mm,,,1580,mm,,
Lee et al.,2011,O57E48_30,480,mm,12,mm,489,MPa,638,MPa,31.5,MPa,Cylinder,5135,kN,9.03,mm,240,mm,,,2120,mm,,
Muciaccia et al.,2011,NVC_80_1,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,756.9,kN,,,25,mm,,,131,cm,,
Muciaccia et al.,2011,NVC_80_2,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,874.7,kN,,,25,mm,,,123,cm,,
Muciaccia et al.,2011,NVC_200_1,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,608.2,kN,,,25,mm,,,212.5,cm,,
Muciaccia et al.,2011,NVC_200_2,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,605.7,kN,,,25,mm,,,213.5,cm,,
Muciaccia et al.,2011,NVC_300_1,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,555.9,kN,,,25,mm,,,327,cm,,
Muciaccia et al.,2011,NVC_300_2,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,484.11,kN,,,25,mm,,,327,cm,,
Muciaccia et al.,2011,NVC_440_1,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,336.2,kN,,,25,mm,,,467,cm,,
Muciaccia et al.,2011,NVC_440_2,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,333,kN,,,25,mm,,,467,cm,,
Muciaccia et al.,2011,SCC_80_1,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,813.8,kN,,,25,mm,,,107,cm,,
Muciaccia et al.,2011,SCC_80_2,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,835.2,kN,,,25,mm,,,125,cm,,
Muciaccia et al.,2011,SCC_200_1,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,610.3,kN,,,25,mm,,,304,cm,,
Muciaccia et al.,2011,SCC_200_2,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,678.6,kN,,,25,mm,,,213,cm,,
Muciaccia et al.,2011,SCC_300_1,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,540.95,kN,,,25,mm,,,327,cm,,
Muciaccia et al.,2011,SCC_300_2,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,569,kN,,,25,mm,,,327,cm,,
Muciaccia et al.,2011,SCC_440_1,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,342.4,kN,,,25,mm,,,467,cm,,
Muciaccia et al.,2011,SCC_440_2,139.6,mm,4,mm,374,MPa,440,MPa,62,MPa,Cylinder,333.9,kN,,,25,mm,,,467,cm,,
Portoles et al.,2011,C1,100,mm,3,mm,322,MPa,,,32.7,MPa,Cylinder,181.56,kN,,,20,mm,,,2135,mm,,
Portoles et al.,2011,C2,100,mm,3,mm,322,MPa,,,34.5,MPa,Cylinder,117.49,kN,,,50,mm,,,2135,mm,,
Portoles et al.,2011,C3,100,mm,3,mm,322,MPa,,,65.79,MPa,Cylinder,248.58,kN,,,20,mm,,,2135,mm,,
Portoles et al.,2011,C4,100,mm,3,mm,322,MPa,,,71.64,MPa,Cylinder,151.59,kN,,,50,mm,,,2135,mm,,
Portoles et al.,2011,C5,100,mm,3,mm,322,MPa,,,95.63,MPa,Cylinder,271.04,kN,,,20,mm,,,2135,mm,,
Portoles et al.,2011,C6,100,mm,3,mm,322,MPa,,,93.01,MPa,Cylinder,154.24,kN,,,50,mm,,,2135,mm,,
Portoles et al.,2011,C9,100,mm,3,mm,322,MPa,,,39.43,MPa,Cylinder,140.32,kN,,,20,mm,,,3135,mm,,
Portoles et al.,2011,C10,100,mm,3,mm,322,MPa,,,36.68,MPa,Cylinder,95.75,kN,,,50,mm,,,3135,mm,,
Portoles et al.,2011,C11,100,mm,3,mm,322,MPa,,,71.74,MPa,Cylinder,159.55,kN,,,20,mm,,,3135,mm,,
Portoles et al.,2011,C12,100,mm,3,mm,322,MPa,,,79.55,MPa,Cylinder,102.75,kN,,,50,mm,,,3135,mm,,
Portoles et al.,2011,C13,100,mm,3,mm,322,MPa,,,94.56,MPa,Cylinder,160.33,kN,,,20,mm,,,3135,mm,,
Portoles et al.,2011,C14,100,mm,3,mm,322,MPa,,,90.4,MPa,Cylinder,160.8,kN,,,50,mm,,,3135,mm,,
Portoles et al.,2011,C18,100,mm,5,mm,322,MPa,,,35.39,MPa,Cylinder,270.02,kN,,,20,mm,,,2135,mm,,
Portoles et al.,2011,C19,100,mm,5,mm,322,MPa,,,30.54,MPa,Cylinder,161.26,kN,,,50,mm,,,2135,mm,,
Portoles et al.,2011,C20,100,mm,5,mm,322,MPa,,,70.16,MPa,Cylinder,313.55,kN,,,20,mm,,,2135,mm,,
Portoles et al.,2011,C21,100,mm,5,mm,322,MPa,,,61,MPa,Cylinder,183.81,kN,,,50,mm,,,2135,mm,,
Portoles et al.,2011,C22,101.6,mm,5,mm,320,MPa,,,95.43,MPa,Cylinder,330.4,kN,,,20,mm,,,2135,mm,,
Portoles et al.,2011,C23,101.6,mm,5,mm,320,MPa,,,81.66,MPa,Cylinder,213.46,kN,,,50,mm,,,2135,mm,,
Portoles et al.,2011,C24,101.6,mm,5,mm,320,MPa,,,38.67,MPa,Cylinder,212.48,kN,,,20,mm,,,3135,mm,,
Portoles et al.,2011,C25,101.6,mm,5,mm,320,MPa,,,39.56,MPa,Cylinder,144.83,kN,,,50,mm,,,3135,mm,,
Portoles et al.,2011,C26,101.6,mm,5,mm,320,MPa,,,71.86,MPa,Cylinder,231.35,kN,,,20,mm,,,3135,mm,,
Portoles et al.,2011,C27,101.6,mm,5,mm,320,MPa,,,72.49,MPa,Cylinder,153.16,kN,,,50,mm,,,3135,mm,,
Portoles et al.,2011,C28,101.6,mm,5,mm,320,MPa,,,86.39,MPa,Cylinder,246.82,kN,,,20,mm,,,3135,mm,,
Portoles et al.,2011,C29,101.6,mm,5,mm,320,MPa,,,96.74,MPa,Cylinder,164.95,kN,,,50,mm,,,3135,mm,,
Portoles et al.,2011,C30,125,mm,5,mm,322,MPa,,,87.98,MPa,Cylinder,474.17,kN,,,20,mm,,,3135,mm,,
Portoles et al.,2011,C31,125,mm,5,mm,322,MPa,,,96.97,MPa,Cylinder,317.9,kN,,,50,mm,,,3135,mm,,
Portoles et al.,2011,C32,125,mm,5,mm,322,MPa,,,107.33,MPa,Cylinder,489.47,kN,,,20,mm,,,3135,mm,,
Portoles et al.,2011,C33,125,mm,5,mm,322,MPa,,,97.92,MPa,Cylinder,322.97,kN,,,50,mm,,,3135,mm,,
Portoles et al.,2011,C34,160.1,mm,5.7,mm,322,MPa,,,87.38,MPa,Cylinder,1012.5,kN,,,20,mm,,,3135,mm,,
Portoles et al.,2011,C35,160.1,mm,5.7,mm,322,MPa,,,74.75,MPa,Cylinder,642.16,kN,,,50,mm,,,3135,mm,,
Portoles et al.,2011,C36,160.1,mm,5.7,mm,322,MPa,,,83.08,MPa,Cylinder,1011.5,kN,,,20,mm,,,3135,mm,,
Portoles et al.,2011,C37,160.1,mm,5.7,mm,322,MPa,,,98.5,MPa,Cylinder,686.21,kN,,,50,mm,,,3135,mm,,
Dundu,2012,S1-1,114.85,mm,3,mm,354.05,MPa,432.35,MPa,40.3,MPa,Cylinder,806.4,kN,,,0,mm,,,1000,mm,,
Dundu,2012,S1-2,114.85,mm,3,mm,354.05,MPa,432.35,MPa,40.3,MPa,Cylinder,688.2,kN,,,0,mm,,,1500,mm,,
Dundu,2012,S1-3,114.85,mm,3,mm,354.05,MPa,432.35,MPa,40.3,MPa,Cylinder,632.2,kN,,,0,mm,,,2000,mm,,
Dundu,2012,S1-4,114.85,mm,3,mm,354.05,MPa,432.35,MPa,40.3,MPa,Cylinder,566.1,kN,,,0,mm,,,2500,mm,,
Dundu,2012,S1-5,127.3,mm,3,mm,345.2,MPa,430.4,MPa,40.3,MPa,Cylinder,912.1,kN,,,0,mm,,,1000,mm,,
Dundu,2012,S1-6,127.3,mm,3,mm,345.2,MPa,430.4,MPa,40.3,MPa,Cylinder,848.5,kN,,,0,mm,,,1500,mm,,
Dundu,2012,S1-7,127.3,mm,3,mm,345.2,MPa,430.4,MPa,40.3,MPa,Cylinder,715.8,kN,,,0,mm,,,2000,mm,,
Dundu,2012,S1-8,127.3,mm,3,mm,345.2,MPa,430.4,MPa,40.3,MPa,Cylinder,638.8,kN,,,0,mm,,,2500,mm,,
Dundu,2012,S1-9,139.2,mm,3,mm,361.95,MPa,457.85,MPa,40.3,MPa,Cylinder,1059.8,kN,,,0,mm,,,1000,mm,,
Dundu,2012,S1-10,139.2,mm,3,mm,361.95,MPa,457.85,MPa,40.3,MPa,Cylinder,941.9,kN,,,0,mm,,,1500,mm,,
Dundu,2012,S1-11,139.2,mm,3,mm,361.95,MPa,457.85,MPa,40.3,MPa,Cylinder,868.3,kN,,,0,mm,,,2000,mm,,
Dundu,2012,S1-12,139.2,mm,3,mm,361.95,MPa,457.85,MPa,40.3,MPa,Cylinder,750.7,kN,,,0,mm,,,2500,mm,,
Dundu,2012,S2-1,152.4,mm,3,mm,488.2,MPa,549.6,MPa,30.9,MPa,Cylinder,1463.3,kN,,,0,mm,,,1000,mm,,
Dundu,2012,S2-2,152.4,mm,3,mm,488.2,MPa,549.6,MPa,30.9,MPa,Cylinder,1209.1,kN,,,0,mm,,,1500,mm,,
Dundu,2012,S2-3,152.4,mm,3,mm,488.2,MPa,549.6,MPa,30.9,MPa,Cylinder,1167.3,kN,,,0,mm,,,2000,mm,,
Dundu,2012,S2-4,152.4,mm,3,mm,394.3,MPa,480.2,MPa,30.9,MPa,Cylinder,968.9,kN,,,0,mm,,,2500,mm,,
Dundu,2012,S2-5,165.1,mm,3,mm,438.2,MPa,500.9,MPa,30.9,MPa,Cylinder,1549.5,kN,,,0,mm,,,1000,mm,,
Dundu,2012,S2-6,165.1,mm,3,mm,438.2,MPa,500.9,MPa,30.9,MPa,Cylinder,1338,kN,,,0,mm,,,1500,mm,,
Dundu,2012,S2-7,165.1,mm,3,mm,438.2,MPa,500.9,MPa,30.9,MPa,Cylinder,1234.5,kN,,,0,mm,,,2000,mm,,
Dundu,2012,S2-8,165.1,mm,3,mm,430.3,MPa,480.15,MPa,30.9,MPa,Cylinder,1232,kN,,,0,mm,,,2500,mm,,
Dundu,2012,S2-9,193.7,mm,3,mm,398.8,MPa,479.1,MPa,30.9,MPa,Cylinder,1999.6,kN,,,0,mm,,,1000,mm,,
Dundu,2012,S2-10,193.7,mm,3.5,mm,398.8,MPa,479.1,MPa,30.9,MPa,Cylinder,1817.1,kN,,,0,mm,,,1500,mm,,
Dundu,2012,S2-11,193.7,mm,3.5,mm,398.8,MPa,479.1,MPa,30.9,MPa,Cylinder,1796.3,kN,,,0,mm,,,2000,mm,,
Dundu,2012,S2-12,193.7,mm,3.5,mm,392.2,MPa,470.8,MPa,30.9,MPa,Cylinder,1620.8,kN,,,0,mm,,,2500,mm,,
Yang & Han,2012,Ccfst-1,150,mm,3,mm,324.4,MPa,466.5,MPa,52.6,MPa,Cube,1462,kN,,,0,mm,,,675,mm,,
Yang & Han,2012,Ccfst-2,150,mm,3,mm,324.4,MPa,466.5,MPa,52.6,MPa,Cube,1489,kN,,,0,mm,,,900,mm,,
Chang et al.,2013,CST-16,111.64,mm,1.9,mm,261.3,MPa,,,47.8,MPa,Cube,666.6,kN,,,0,mm,,,400,mm,,
Chang et al.,2013,CST-17,111.64,mm,1.9,mm,261.3,MPa,,,56.7,MPa,Cube,701.9,kN,,,0,mm,,,400,mm,,
Chang et al.,2013,CST-18,113.64,mm,3.64,mm,259.6,MPa,,,56.7,MPa,Cube,1011,kN,,,0,mm,,,400,mm,,
Guler et al.,2013,CF2.5-1,76.21,mm,2.52,mm,286,MPa,381,MPa,145,MPa,Cylinder,752,kN,,,0,mm,,,300,mm,,
Guler et al.,2013,CF2.5-2,76.12,mm,2.51,mm,286,MPa,381,MPa,145,MPa,Cylinder,762,kN,,,0,mm,,,300,mm,,
Guler et al.,2013,CF2.5-3,76.11,mm,2.48,mm,286,MPa,381,MPa,145,MPa,Cylinder,774,kN,,,0,mm,,,300,mm,,
