Author,Year,Specimen,ShapeName,d,d_units,tw,tw_units,bf,bf_units,tf,tf_units,Fy,Fy_units,Fu,Fu_units,H,H_units,B,B_units,fc,fc_type,fc_units,config_longitudinal,db,db_units,Fylr,Fylr_units,config_lateral,dbTies,dbTies_units,s,s_units,Fytr,Fytr_units,cover,cover_units,L,L_units,et,et_units,eb,eb_units,BendingAxis,Pexp,Pexp_units,d_at_Pexp,d_at_Pexp_units,Tags,Notes
Ye,1995,SRCC I-3,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,160,mm,159,mm,43.84,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,2500,mm,15,mm,15,mm,strong,880,kN,5.19,mm,,
Ye,1995,SRCC I-4,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,160,mm,160,mm,43.84,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,3000,mm,60,mm,60,mm,strong,450,kN,27.11,mm,,
Ye,1995,SRCC II-1,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,160,mm,159,mm,53.57,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,1500,mm,30,mm,30,mm,strong,900,kN,4.47,mm,,
Ye,1995,SRCC II-2,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,160,mm,160,mm,53.57,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,2000,mm,30,mm,30,mm,strong,838,kN,8.24,mm,,
Ye,1995,SRCC II-4,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,162,mm,160,mm,53.57,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,3000,mm,30,mm,30,mm,strong,730,kN,13.6,mm,,
Ye,1995,SRCC III-1,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,154,mm,159,mm,48.78,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,1500,mm,110,mm,110,mm,strong,320,kN,8.29,mm,,
Ye,1995,SRCC III-2,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,159,mm,156,mm,48.78,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,2000,mm,110,mm,110,mm,strong,309,kN,17.68,mm,,
Ye,1995,SRCC III-3,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,160,mm,160,mm,48.78,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,2500,mm,110,mm,110,mm,strong,295,kN,22.23,mm,,
Ye,1995,SRCC III-4,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,162,mm,160,mm,48.78,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,3000,mm,110,mm,110,mm,strong,275,kN,29.13,mm,,
Ye,1995,SRCC IV-1,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,161,mm,159,mm,34.3,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,1500,mm,250,mm,250,mm,strong,125,kN,11.56,mm,,
Ye,1995,SRCC IV-2,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,162,mm,151,mm,34.3,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,2000,mm,250,mm,250,mm,strong,125,kN,17.7,mm,,
Ye,1995,SRCC IV-3,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,161,mm,156,mm,34.3,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,2500,mm,250,mm,250,mm,strong,118,kN,26,mm,,
Ye,1995,SRCC IV-4,I10,100,mm,4.5,mm,68,mm,7.6,mm,312.5,MPa,,,162,mm,159,mm,34.3,cube,MPa,2x-2y,9,mm,300.2,MPa,ties,4,mm,100,mm,235,MPa,25,mm,3000,mm,250,mm,250,mm,strong,115,kN,36.1,mm,,
